P(Pa),ug adsorbed/ g sample
2359.79104520491,3.68421052631579
6519.59070907689,4.64912280701754
12162.6629766003,5.57017543859649
19185.5838428719,6.40350877192982
28021.4413284237,7.10526315789473
39563.5602756058,7.85087719298245
52789.3358359386,8.28947368421053
66557.2255553053,8.77192982456133
83808.3495731361,9.25438596491225
103045.214485106,9.78070175438592
