P(Pa),ug adsorbed/ g sample
2359.79104520491,8.28947368421053
6414.01203740502,10.219298245614
12018.3003030897,11.359649122807
18643.9006171923,12.3684210526315
28241.6482721965,13.0701754385964
39825.1368213398,13.6403508771929
52789.3358359386,14.0350877192982
68261.5669694372,14.3859649122807
83428.6972884711,14.6929824561403
100116.160479581,15.0877192982456
