P(Pa),ug adsorbed/ g sample
2172.3350363181,17.3245614035088
5798.63920823178,17.5438596491227
11732.1605561912,17.8070175438596
19185.5838428719,17.8947368421053
28021.4413284237,17.9824561403508
39042.9927842603,18.1140350877192
51291.8424316129,18.1140350877192
65881.5220566053,18.1578947368421
82294.9116347217,18.1578947368421
102204.032578561,18.1578947368421
