P(Pa),ug adsorbed/ g sample
2424.00011491555,5.43859649122807
6205.44029418384,6.92982456140351
12162.6629766003,8.07017543859648
19004.160900938,9.12280701754383
28241.6482721965,10.0438596491228
39825.1368213398,10.7017543859648
52187.7528740857,11.2719298245613
66557.2255553053,11.7105263157894
84188.8637245086,12.1491228070175
101366.298138846,12.4561403508772
